title,votes,num_answer,views,tags,accepted,q_time,ac_ans_time,ua,users
How to check if a String is numeric in Java,1036,41,1.8m,java string numeric ,True,2009-07-09T09:49:47,2012-09-24T17:01:45,True,"['Craig Angus', 'CraigTP', 'palacsint', 'Max Malysh', 'Ahmed Alejo', 'Ibrahim Arief', 'quux00', 'Lama', 'Water', 'user872985', 'Ketan Ramteke', 'Artem Barger', 'Eric Guo', 'Jamie Bell', 'user11153', 'lars', 'Meatball', 'Madan Sapkota', 'ChrisCantrell', 'Tejas Parmar', 'Yu Wai Hlaing', 'Elye M.', 'ARIJIT', 'ArifMustafa', 'JWCompDev', 'Aminul Islam Sojol', 'AndyTheEntity', 'OregonGhost', 'danielschemmel', 'Cenxui', 'Noor Nawaz']"
"Java 8 List<V> into Map<K, V>",1036,23,732k,java lambda java-8 java-stream ,True,2013-12-03T23:18:49,2013-12-03T23:30:58,False,"['Tom', 'zapl', 'Ulises', 'Ole', 'Emre Colak', 'Sahil Chhabra', 'Renukeswar', 'Piotr Rogowski', 'John McClean', 'Vikas Suryawanshi', 'iZian', 'grep', 'user2069723', 'Konrad Borowski', 'L. G.', 'Kumar Abhishek', 'raja emani', 'user_3380739', 'Rajeev Akotkar', 'Vaneet Kataria', 'vaibhav', 'Frank Neblung', 'Rajeev Ranjan', 'Ajay Kumar']"
Can't start Eclipse - Java was started but returned exit code=13,1036,44,1.7m,java android windows eclipse 32bit-64bit ,True,2012-07-12T22:23:31,2017-01-03T10:54:34,True,"['Ben E.', 'DNA', 'mortensi', 'tk_', 'Jaswanth Kumar', 'RustyIngles', 'Katusepi', 'dreamdeveloper', 'TastyCode', 'bello', 'Pythoner', ""Shetty's"", 'Benjamin', 'Saurabh Prakash', 'hamish', 'Ahmad Ismail', 'Patricia', 'fresko', 'Pir Fahim Shah', 'Asokan', 'George Papatheodorou', 'Siddarth Kanted', 'mtyson', 'Kandy', 'Jitendra', 'Touchstone', 'Fenwick', 'IrfanClemson', 'Peter Huang', 'dush88c', 'vishal129']"
How to convert a Java 8 Stream to an Array?,1034,9,639k,java arrays java-8 java-stream ,True,2014-04-15T09:00:13,2014-04-15T09:07:26,False,"['user972946', 'skiwi', 'Ida Bucić', 'Bachiri Taoufiq Abderrahman', 'Danail Tsvetanov', 'Sma Ma', 'Thomas Pliakas', 'Kunda', 'Raj N', 'Sagar Mal Shankhala']"
What is the equivalent of Java static methods in Kotlin?,1031,30,499k,java kotlin static ,True,2016-11-01T00:52:33,2016-11-01T01:00:06,False,"['pdeva', 'Michael Anderson', 'Henrik F.', 'erluxman', 'Asharali V U', 'Samuel', 'Pablo Baxter', 'Shohel Rana', 'Umesh Maharjan', 'Yogesh Umesh Vaity', 'ItSNeverLate', 'Rajesh Dalsaniya', 'Android Geek', 'yasincidem', 'SVB-knowmywork', 'Paulami Biswas', 'CodeRanger', 'Rahul Khatri', 'Lalit Behera', 'justYuMu', 'ice1000', 'Waqar UlHaq', 'Zafar Hussain', 'pranalli', 'Shihab Uddin', 'user11051546', 'Nikhil Katekhaye', 'Du Jianyu', 'Rahul', 'Asad Mahmood', 'PIZZZZZZZZZZZA is here']"
Difference between <? super T> and <? extends T> in Java [duplicate],1024,14,340k,java generics collections ,True,2010-12-03T06:57:06,2010-12-03T08:03:49,False,"['Anand', 'Bert F', 'Luigi Cortese', 'Michael Dausmann', 'Oleksandr Pyrohov', 'Sushant', 'Istao', 'elyor', 'Shailesh Pratapwar', 'jforex78', 'Sai Sunder', '18446744073709551615', 'Crox', 'Vaibhav Gupta', 'Kevin STS']"
What do 3 dots next to a parameter type mean in Java?,1024,9,551k,java variadic-functions ,True,2010-07-01T14:27:49,2010-07-01T14:32:37,False,"['Vikram', 'kiswa', 'Cristian', 'shanwije', 'lornova', 'MichaelS', 'Mr.Q', 'Ε Г И І И О', 'trocchietto', 'Vishal Sheth']"
How do I join two lists in Java?,1014,33,1.3m,java list java-5 ,False,2008-10-09T23:17:43,No ac,False,"['Robert Atkins', 'Robert Atkins', 'Dale Emery', 'AdamC', 'Guillermo', 'Mark', 'Kevin K', 'volley', 'Martin', 'Yuri Geinish', 'akhil_mittal', 'SpaceTrucker', 'ceklock', 'Tim', 'Jorn', 'Daniel Hári', 'Nitin Jain', 'deterb', 'Saravana', 'Himank Batra', 'Raymond Chenon', 'Olivier Faucheux', 'Dave Cheney', 'cslysy', 'martyglaubitz', 'alex', 'Langusten Gustel', 'lqbweb', 'nirmal', 'shinzou', 'Jan Weitz']"
How do I time a method's execution in Java?,1010,42,920k,java timing execution-time ,True,2008-10-07T20:10:25,2008-10-07T20:16:16,False,"['Ogre Psalm33', 'Diastrophism', 'MBCook', 'Dmitry Kalashnikov', 'Sufiyan Ghori', 'Yash', 'James Schek', 'TondaCZE', 'skaffman', 'Stefan', 'Narayan', 'Basil Bourque', 'murdochjohn', 'Hans-Peter Störr', 'iceberg', 'Sunil Manheri', 'mergenchik', 'Pratik Patil', 'Bhaskara Arani', 'Maciek Kreft', 'yegor256', 'Justinas Jakavonis', 'luke', 'Horst Gutmann', 'David Nehme', 'anjanb', 'Ryan Rodemoyer', 'Denis Kutlubaev', 'msysmilu', 'akhil_mittal', 'praveen jain']"
Java string to date conversion,1002,17,2.4m,java string date time data-conversion ,True,2010-11-18T15:53:01,2010-11-18T15:55:27,False,"['littleK', 'BalusC', 'pn1 dude', 'eshwar', 'micha', 'Basil Bourque', 'Luna Kong', 'Jim', 'harun ugur', 'Siddharth Makadiya', 'Vaishali Kulkarni', 'Dimitri Dewaele', 'Code Spy', 'TomasMolina', 'Asanka Sampath', 'Domenico Ruggiano', 'Shashidhar Reddy', 'Madhuka Dilhan']"
How to reference a method in javadoc?,997,3,578k,java hyperlink javadoc ,True,2011-05-06T19:15:05,2011-05-06T19:25:02,False,"['Jason S', 'FrVaBe', 'Andy Thomas', 'vuhung3990']"
How do I convert a String to an InputStream in Java?,997,5,768k,java string type-conversion inputstream ,True,2009-04-23T15:11:23,2009-04-23T15:12:04,False,[]
Convert InputStream to byte array in Java,996,34,1.2m,java arrays inputstream ,True,2009-08-12T07:27:22,2009-08-12T07:35:54,False,"['JGC', 'Rich Seller', 'Adamski', 'Holger', 'dermoritz', 'Bertie', 'Mir-Ismaili', 'Arne Burmeister', 'oliverkn', 'harsh_v', 'Jesper', 'Kristian Kraljic', 'YulCheney', 'pihentagy', 'Aturio', 'Christian Ullenboom', 'Bharathiraja S', 'Simple-Solution', 'akostadinov', 'yichouangle', 'Tatarize', 'Ilya Bystrov', 'Huy Tower', 'Luke Hutchison', 'tk_', 'cchcc', 'Daniel De León', 'Anthony', 'yegor256', ""Christian d'Heureuse"", 'android developer']"
How can I read a large text file line by line using Java?,993,22,1.4m,java performance file-io io text-files ,False,2011-05-03T10:53:24,No ac,False,"['manoj singh', 'Peter Lawrey', 'Naveed', 'msayag', 'DarkStar', 'gomisha', 'Aleksandr Dubinsky', 'iskandarchacra', 'live-love', 'Diego Duarte', 'Rüdiger Herrmann', 'Ankit Sood', 'Abhilash', 'Abdennour TOUMI', 'Master C', 'Rajamohan S', 'Dipendra Ghatal', 'spidy', 'Binkan Salaryman', 'mohsen.nour', 'Usman Yaqoob', 'To Kra', 'Mahozad']"
How do I use optional parameters in Java?,991,17,1.4m,java optional-parameters ,True,2009-06-08T16:12:29,2012-10-21T01:16:11,False,"['Mike Pone', 'Vitalii Fedorenko', 'laginimaineb', 'bhoot', 'theninjagreg', 'Dario', 'Yishai', 'az3', 'Ishan Fernando', 'T.Todua', 'Jigar Shah', 'rybai', 'Sophie Cooperman', 'Pellet', 'xproph', 'Parvinder Singh', 'Sujay U N', 'Mukundhan']"
How do I check if a file exists in Java?,971,19,1.4m,java file-io io file-exists ,True,2009-11-29T20:32:39,2009-11-29T20:35:03,False,"['DVK', 'Sean A.O. Harney', 'Chris Dail', 'Wonil', 'Wendel', 'rizwan', 'jhumble', 'Raghu K Nair', 'user207421', 'Francis Upton IV', 'just somebody', 'X-Fate', 'avi.elkharrat', 'peter.murray.rust', 'iviorel', 'Amandeep Singh', 'Rodrigo Pavan', 'Atul Jain', 'begum sakin', 'Shapur']"
How do I write a correct micro-benchmark in Java?,970,11,139k,java jvm benchmarking jvm-hotspot microbenchmark ,True,2009-02-02T17:39:41,2009-02-04T20:49:28,False,"['John Nilsson', 'Aravind Yarram', 'Jon Skeet', 'assylias', 'Peter Lawrey', 'Peter Štibraný', 'Kip', 'Mnementh', 'SpaceTrucker', 'Sina Madani', 'Yuriy']"
When and how should I use a ThreadLocal variable?,967,26,370k,java multithreading concurrency thread-local thread-confinement ,True,2009-05-03T19:59:20,2009-05-03T20:26:17,False,"['Sasha', 'overthink', 'Phil M', 'Esko Luontola', 'user100464', 'Rakesh Chauhan', 'Neil Coffey', 'Abhijit Gaikwad', 'RichieHindle', 'znlyj', 'infoj', 'Andrii Abramov', 'Jeff Richley', 'Kanagavelu Sugumar', 'Limestone', 'Dimos', 'mohsen.nour', 'Colselaw', 'Robin', 'bpjoshi', 'Ian Ringrose', 'Ajay Kumar', 'Pritesh Patel', 'Young', 'Dev Amitabh', 'DigitShifter', 'Arvind Kumar']"
Failed to load the JNI shared Library (JDK),963,39,1.6m,java windows eclipse java-native-interface ,True,2011-09-08T18:02:15,2011-09-12T08:29:31,False,[]
Error:java: javacTask: source release 8 requires target release 1.8,959,25,502k,java intellij-idea java-8 ,True,2015-04-27T06:24:28,2015-05-29T08:31:47,False,"['Hobbyist', 'Weslor', 'Gregory Mazur', 'Steve Chaloner', 'snovelli', 'Lord Nighton', 'Marvin Richter', 'Sam Barnum', 'Vishal', 'Muhammad Usman', 'Cloud', 'user4884640', 'Pham Hung', 'Badr', 'B.shruti', 'Bachiri Taoufiq Abderrahman', 'Nicolas Zozol', 'thunder', 'Hieu Vo', 'Gani', 'Abd Abughazaleh', 'eis', 'dzimney', 'snap', 'c4da', 'Axmedbek']"
"Jackson with JSON: Unrecognized field, not marked as ignorable",951,51,1.2m,java json data-binding jackson ,False,2010-12-20T04:02:51,No ac,False,"['jshree', 'Ariel Kogan', 'Suresh', 'StaxMan', 'Scott', 'Amit Kaneria', 'ddc', 'Felix Kimutua', 'Aalkhodiry', 'tomrozb', 'j_bond007', 'mytwocentsads', 'Jim Ferrans', 'Pirate', 'George Papatheodorou', 'ajith r', 'TedTrippin', 'BlueRaja - Danny Pflughoeft', 'cwa', 'superuserdo', 'Oleksandr Yefymov', 'sagar', 'krmanish007', 'Rohitesh', 'jodu', 'Niamath', 'Ran0990BK', 'ThierryC', 'neverwinter', 'matias.g.rodriguez']"
What's the difference between map() and flatMap() methods in Java 8?,948,22,601k,java java-8 java-stream ,True,2014-10-31T22:53:15,2014-10-31T23:11:42,False,"['cassiomolin', 'cassiomolin', 'Stuart Marks', 'Dici', 'Rudy Vissers', 'TechDog', 'Hoa Nguyen', 'epox', 'Philipp', 'Bachiri Taoufiq Abderrahman', 'Grzegorz Piwowarek', 'arthur', 'Rusty Core', 'Eugene', 'lalitbhagtani', 'Harry Coder', 'WesternGun', 'Melad Basilius', 'Niraj Chauhan', 'Arnav Rao', 'S.K.', 'Arsenius', 'Pritam Nath', 'Michu93']"
Error java.lang.OutOfMemoryError: GC overhead limit exceeded,943,22,1.2m,java garbage-collection out-of-memory heap-memory ,True,2009-09-08T11:34:28,2009-09-08T11:39:14,False,"['Mnementh', 'Joachim Sauer', 'dave', 'Vitalii Fedorenko', 'Mike', 'Ravindra babu', 'chopss', 'ali ozkara', 'Hoshouns', 'Sunil Kumar Sahoo', 'saigopi.me', 'reza_khalafi', 'John Doe', 'Phoenix', 'Du-Lacoste', 'Alex Ivan Howard', 'Rahul Jain', 'Sidharth K.Burnwal', 'shashi', 'htlbydgod', 'androidStud', 'spike', 'Thomas']"
How to convert a char to a String?,935,13,1.2m,java string char type-conversion ,False,2011-11-17T18:37:19,No ac,False,"['Landon Kuhn', 'Paul Bellora', 'WarFox', 'sactiw', 'Wayne', 'Tom', 'Dmitriy Dumanskiy', 'Óscar López', 'akhil_mittal', 'hyper-neutrino', 'Py-Coder', 'Firzok Nadeem', 'zmicer', 'Reilas']"
A for-loop to iterate over an enum in Java,929,9,515k,java loops for-loop enums ,True,2009-07-09T16:24:03,2009-07-09T16:27:15,False,"['Nick Meyer', 'notnoop', 'dfa', 'toluju', 'akhil_mittal', 'Tom Jefferys', 'Raghu K Nair', 'NiVeR', 'Sarat Kumar', 'Ajay']"
Scanner is skipping nextLine() after using next() or nextFoo()?,927,25,813k,java io java.util.scanner ,True,2012-10-27T16:37:01,2012-10-27T16:39:20,False,"['blekione', 'Rohit Jain', 'Prine', 'Bohemian', 'Denis Tulskiy', 'Pshemo', 'Electric Coffee', 'Castaldi', 'André Willik Valenti', 'Urvashi Gupta', 'NIKUNJ KHOKHAR', 'shankar upadhyay', 'Taslim Oseni', 'Neeraj Gahlawat', 'Kaplan', 'Harsh Shah', 'Giri', 'Sandeep Kumar', 'Jeewantha Lahiru', 'shubhajit22', 'alb.noah', 'Raushan Kumar', 'Pallav Khare', 'belmel ahmed', 'Tobias Johansson', 'ADITYA DAS']"
"SLF4J: Failed to load class ""org.slf4j.impl.StaticLoggerBinder""",916,38,1.6m,java websphere slf4j ,True,2011-09-14T19:03:46,2012-03-29T05:07:33,False,"['DJ180', 'Prasanna', 'Igor Katkov', 'Benny Code', 'Wolfgang Fahl', 'Ashish', 'Edward', 'thangaraj', 'stones333', 'Anver Sadhat', 'shohan', 'user278049', 'KayV', 'Ajay', 'venkatesh mankena', 'gowthamjs23', 'Vrakfall', 'Ceki', 'softmage99', 'Ilya Serbis', 'Asanka Sampath', 'Roushan', 'Amado Saladino', 'invzbl3', 'Esteban', 'telman shahbazov', 'Vishal Barvaliya', 'vlatko606', 'Tinus Tate', 'Luis Manrique', 'JeSa']"
File to byte[] in Java,911,26,1.4m,java file-io ,True,2009-05-13T16:30:33,2009-05-13T16:48:21,True,"['Ben Noland', 'svachon', 'Paulius Matulionis', 'Dmitry Mitskevich', 'Tom', 'Jeffrey Blattman', 'Cuga', 'Amit', 'Sudip Bhandari', 'Muhammad Sadiq', 'jontejj', 'BlondCode', 'Sachin Kumar', 'manmal', 'Cristian Tetic', 'Tarun M', 'Laurens Holst', 'gomisha', 'Usama Mehmood', 'Andreas Dolk', 'mazatwork', 'Muhammad Aamir Ali', 'Maifee Ul Asad', 'Tamim Attafi', 'Mohd Qasim']"
How do I copy an object in Java?,911,23,1.5m,java object copy clone ,True,2009-05-15T14:30:26,2009-05-15T14:35:42,False,"['Veera', 'egaga', 'Chandra Sekhar', 'pacheco', 'Bhasker Tiwari', 'WillingLearner', 'Peter', 'Chrisb', 'Teja Maridu', 'abbas', 'Qamar', 'Jon Bringhurst', 'Cojones', 'Pierre', 'Yishai', 'A-Droid Tech', 'tuhin47', 'Tom Hawtin - tackline', 'Mahdi Abdi', 'Jaime Hablutzel', 'Amir Hossein Ghasemi', 'John W', 'Lars Bohl', 'Ngima Sherpa']"
Why is 2 * (i * i) faster than 2 * i * i in Java?,905,10,254k,java performance benchmarking bytecode jit ,True,2018-11-23T20:40:10,2018-11-23T22:40:27,False,"['Stefan', 'rustyx', 'user1779715', 'DSchmidt', 'Puzzled', 'Ünsal Ersöz', 'paulsm4', 'Oleksandr Pyrohov', 'NoDataFound', 'GhostCat', 'Jorn Vernee']"
How to initialize HashSet values by construction?,902,24,1.0m,java collections constructor initialization hashset ,True,2010-01-11T12:31:50,2010-01-11T12:38:01,False,"['Serg', 'Serg', 'Gennadiy', 'Bozho', 'akhil_mittal', 'coobird', 'Michael Berdyshev', 'Ilya Serbis', 'Mathias Bader', 'LanceP', 'Jason Nichols', 'Heri', 'Mark Elliot', 'Avery Michelle Dawn', 'Donald Raab', 'Naman', 'Amr Mostafa', 'egorlitvinenko', 'Aaron Digulla', 'rakhi', 'Ups', 'ToxiCore', 'Jose Quijada', 'Christophe Roussy', 'Def_Os']"
What's the difference between SoftReference and WeakReference in Java?,901,12,248k,java reference weak-references soft-references ,True,2008-11-18T18:26:37,2008-11-18T18:37:29,False,"['driekken', 'Michael Myers', 'driekken', 'Premraj', 'Thalaivar', 'Samir Mangroliya', 'Tom Hawtin - tackline', 'Lavish Kothari', 'V.Vidyasagar', 'Pacerier', 'Ravi K', 'Fai Lau', 'Artem Petrov']"
Correct way to add external jars (lib/*.jar) to an IntelliJ IDEA project,900,13,1.3m,java intellij-idea ,True,2009-06-26T22:58:35,2009-06-26T23:29:34,False,"['knorv', 'Cambium', 'ROMANIA_engineer', 'gurkan', 'cesards', 'duffymo', 'Ali Hesari', 'Keet Sugathadasa', 'Rolland', 'kgui', 'CuriosCoder', 'Arefe', 'Beyond Space Time', 'qingmu']"
"Efficiency of Java ""Double Brace Initialization""?",900,15,148k,java performance collections initialization ,True,2009-05-29T03:40:13,2009-05-29T03:59:26,False,"['Jim Ferrans', 'Jim Ferrans', 'coobird', 'Thilo', 'Lukas Eder', 'Eddie', 'Peter Lawrey', 'Nat', 'Paul Morie', 'dimo414', 'Neil Coffey', 'Lawrence Dol', 'pablisco', 'Eric Woodruff', 'Jim Ferrans', 'Jon Watte']"
How to call a method after a delay in Android,899,35,825k,java android handler delay ,True,2010-06-18T18:24:19,2012-02-06T19:55:23,False,"['aryaxt', 'Arif Amirani', 'Jules Colle', 'erickson', 'pomber', 'Khemraj Sharma', 'Hossam Ghareeb', 'aryaxt', 'OscarRyz', 'Wilson Tran', '0xC0DED00D', 'codezjx', 'Alecs', 'vovahost', 'Vishnu', 'Nate', 'Sam', 'Mr T', 'Crime_Master_GoGo', 'Alnour Alharin', 'Nikhil Katekhaye', 'Ashik', 'HelmiB', 'Sazzad Hissain Khan', 'Abdul Rizwan', 'Thiago', 'Dan Alboteanu', 'cdytoby', 'Daniel Wilson', 'norbDEV', 'Fakhar']"
How to make a new List in Java,899,25,2.6m,java list collections ,True,2009-05-13T15:12:45,2009-05-13T15:15:38,False,"['user93796', 'Dan Vinton', 'Aaron Maenpaa', 'Sergii Shevchyk', 'Oleksandr Pyrohov', 'Adam Jaskiewicz', 'Vitalii Fedorenko', 'Blerta', 'akhil_mittal', 'Sorin Mocanu', 'Jobin', 'Paulo Guedes', 'Mak', 'Alex B', 'Carl Manaster', 'Ben Lings', 'yamilmedina', 'angry_gopher', 'jp093121', 'Jacob G.', 'Peter Lawrey', 'Rohit Goyal', 'fatimasajjad', 'Craig P. Motlin', 'Gavriel Cohen', 'erol yeniaras']"
What is a daemon thread in Java?,896,27,534k,java multithreading ,False,2010-02-06T14:08:37,No ac,False,"['rocker', 'b_erb', 'sateesh', 'russ', 'cletus', 'Okky', 'Premraj', 'Jack', 'Kanagavelu Sugumar', 'soubhagini', 'zxholy', 'Java Guru', 'Harjit Singh', 'Bharat Sharma', 'Chanikag', 'Aniket Thakur', 'Manish Malhotra', 'user2663609', 'Gregory Nozik', 'Tony', 'Pankti', 'Sai Sunder', 'Giorgi Tsiklauri', 'Arman Tumanyan', 'Malith Ileperuma', 'yoAlex5', 'Zahid Khan', 'Lunatic']"
Linking to an external URL in Javadoc?,895,4,305k,java url javadoc hyperlink ,True,2009-07-04T11:44:32,2012-05-21T10:13:41,False,"['ripper234', 'aem999', 'Aaron', 'Orlando DFree', 'Qiang Li']"
How do I tell Maven to use the latest version of a dependency?,893,12,707k,java maven dependencies maven-2 maven-metadata ,True,2008-08-27T16:17:02,2009-07-23T14:58:06,False,"['Anders Sandvig', 'Rich Seller', 'Tim', 'Martin Klinke', 'Adam Gent', 'mkobit', 'Martin Klinke', 'trung', 'Junchen Liu', 'bclarance', 'Markon', 'Arayan Singh', 'yilin  ']"
Making a mocked method return an argument that was passed to it,891,10,518k,java mockito ,True,2010-04-21T16:11:41,2010-04-26T06:51:37,False,"['Abhijeet Kashnia', 'Steve', 'Dawood ibn Kareem', 'Paweł Dyda', 'migu', 'yiwei', 'LazR', 'Lachezar Balev', 'Cyril Cherian', 'fl0w', 'martin']"
How to pass an object from one activity to another on Android,889,35,844k,java android object android-intent android-activity ,True,2010-04-29T10:06:52,2010-04-29T10:39:05,False,"['Adil Bhatty', 'Samuh', 'Mustafa Güven', 'khalid', 'SohailAziz', 'Ads', 'Steven Mark Ford', 'Yessy', 'MJB', 'Roger Sanoli', 'Nikhil Agrawal', 'Mayur Chudasama', 'Dhiral Pandya', 'Umesh', 'Vidar Vestnes', 'Bebin T.N', 'Barbariska', 'Ayaz Alifov', 'DroidNinja', 'user3289522', 'Q07', 'TimJowers2', 'alistair', 'Anton Duzenko', 'Harry Potter', 'dara', 'jinais', 'Jayesh Kalkani', 'kimkevin', 'user4715375', 'Bhuvaneshwaran Vellingiri']"
Is List<Dog> a subclass of List<Animal>? Why are Java generics not implicitly polymorphic?,889,19,136k,java generics inheritance polymorphism ,True,2010-04-30T14:39:39,2010-04-30T14:44:06,False,"['froadie', 'Jon Skeet', 'Michael Ekstrand', 'Michael Aaron Safyan', 'einpoklum', 'Yishai', 'outdev', 'glglgl', 'Hitesh', 'Mike Nakis', 'Görkem Mülayim', 'Renato Probst', 'dan b', 'Yttrill', 'aurelius', 'Cristik', 'gerardw', 'ejaenv', 'Luke Hutchison', 'Shubham Arya']"
What is PECS (Producer Extends Consumer Super)?,887,16,157k,java generics super bounded-wildcard pecs ,True,2010-04-27T17:16:40,2010-04-27T17:37:26,False,"['peakit', 'Michael Myers', 'anoopelias', 'Premraj', 'Gab', 'Pradeep Kr Kaushal', 'ColinD', 'Daniel', 'starriet', 'Kaan', 'Andrejs', 'mouselabs', 'Farrukh Chishti', 'Jason', 'yoAlex5', 'contrapost', 'Willem van der Veen']"
How to verify that a specific method was not called using Mockito?,881,6,571k,java unit-testing junit mockito tdd ,True,2012-10-12T15:44:46,2012-10-12T16:08:03,False,"['beluchin', 'bric3', 'beluchin', 'fl0w', 'David Lavender', 'Ujjwal', 'Alex Blasco']"
"What is the difference between JSF, Servlet and JSP?",878,16,453k,java jsp jsf servlets jakarta-ee ,True,2010-01-19T17:15:41,2010-01-19T22:39:14,False,"['Cheung', 'BalusC', 'S.Lott', 'awsbz77', 'Kishor Prakash', 'Karthi', 'cackle', 'mahesh', 'user3608245', 'Yster', 'Ankit', 'metrangia', 'Nikhil', 'taoufik', 'Mahender Reddy Yasa', 'Roopam', 'Hetal Rachh']"
Unfortunately MyApp has stopped. How can I solve this?,872,23,546k,java android debugging kotlin ,True,2014-04-28T23:55:14,2014-04-28T23:55:14,False,"['nhaarman', 'Vlad Bezden', 'Hiren Vaghela', 'Rahil Ali', 'Ali Bdeir', 'Ani', 'Manoj ahirwar', 'Shiv Buyya', 'alireza amini', 'Mayank Nema', 'guipivoto', 'Biswajit Karmakar', 'felislynx.silae', 'Pelpotronic', 'Kopi Bryant', 'Ashish', 'naXa stands with Ukraine', 'zapotec', 'Mehul Solanki', 'Mohsen Emami', 'rajeev ranjan', 'smabrar', 'Kleysley']"
How do I get a class instance of generic type T?,871,23,946k,java generics ,True,2010-08-09T06:58:45,2010-08-09T07:03:15,False,"['robinmag', 'Zsolt Török', 'Ben Thurley', 'bert bruynooghe', 'Andreas Dolk', 'droidpl', 'Yaroslav Kovbas', 'user1154664', 'unknown6656', 'Konrad Garus', 'Ricky Clarkson', 'Pontios', 'Peter Tseng', 'Juan Urrego', 'Gana', 'Riaan Schutte', 'Omid.N', 'Marian Klühspies', 'Abel ANEIROS', 'Anil Agrawal', 'Christine', 'Vahe Gharibyan', 'Madhu Tomy', 'nikolai.serdiuk']"
What is the Java equivalent for LINQ? [closed],869,34,352k,java linq ,True,2009-08-01T18:53:26,2009-08-01T18:55:49,False,"['Ahmed Atia', 'AgileJon', '19WAS85', 'Brett Ryan', 'Mario Fusco', 'Lukas Eder', 'Răzvan Flavius Panda', 'Sadegh', 'Timo Westkämper', 'Erion', 'Ming-Yee Iu', 'Abhinab Kanrar', 'Emil Wcisło', 'Konstantin Triger', 'Madhan Ganesh', 'Low Flying Pelican', 'Bogdan Mart', 'metator', 'Moox', 'MarkPflug', 'clay', 'Ebrahim Byagowi', 'Vishnu ', 't90', 'Basil Musa', 'pistacchio', 'GeminiYellow', 'Nico', ""It's me"", 'schsu01']"
"How to fix the Hibernate ""object references an unsaved transient instance - save the transient instance before flushing"" error",866,33,992k,java hibernate jpa orm entity ,True,2010-02-20T16:17:45,2010-02-20T16:25:02,False,"['Tushar Ahirrao', 'Bozho', 'McDonald Noland', 'Vlad Mihalcea', 'Cookalino', 'allap', 'Haris Osmanagić', 'dukethrash', 'nanospeck', 'Tiina', 'Hossein Nasr', 'Joabe Lucena', 'mad_fox', 'manikanta', 'Balazs Szanto', 'DevWithSigns', 'Du-Lacoste', 'acpuma', 'Ralf', 'Stephen Paul', 'Jeremy Goodell', 'Hossein Nasr', 'Ravindra Kumar', 'user8495266', 'Harsh Vardhan Singh Solanki', 'Amit Varshney', 'Abeed Ali', 'shashigura', 'pheromix', 'Tadele Ayelegn', 'NikNik']"
Where is Java Installed on Mac OS X?,852,19,1.0m,java macos ,True,2013-04-05T04:58:29,2013-04-05T05:40:34,False,"['Thunderforge', 'gerrytan', 'Pavithra Gunasekara', 'Thunderforge', 'Morrie', 'Jaywant Khedkar', 'serkan', 'jones j alapat', 'Bimales Mandal', 'Mina Fawzy', 'Derek Lee', 'manny', 'Pranay Aryal', 'Abdennour TOUMI', 'Tony Kroch', 'Mehdi Ijadnazar', 'Tal Hakmon', 'user9869932', 'PaulNUK', 'KR Akhil']"
What is an efficient way to implement a singleton pattern in Java? [closed],850,29,333k,java singleton design-patterns ,True,2008-09-16T09:24:28,2008-09-16T11:31:57,False,"['Riyaz Mohammed Ibrahim', 'Stephen Denne', 'Roel Spilker', 'Ajinkya', 'Benno Richters', 'Stu Thompson', 'Jonathan', 'Neil Burroughs', 'Andrew Swan', 'Aidos', 'Abhijit Gaikwad', 'Michael Andrews', 'Matt', 'macbirdie', 'coderz', 'Aleksi Yrttiaho', 'NullPoiиteя', 'Dheeraj Sachan', 'Nicolas Filotto', 'Onur', 'Shailendra Singh', 'Dan Moldovan', 'raoadnan', 'user3792852', 'rohan kamat', 'kenju', 'user1024314', 'shikjohari', 'Georgi', 'somenath mukhopadhyay']"
Can I catch multiple Java exceptions in the same catch clause?,842,11,644k,java exception try-catch multi-catch ,True,2010-08-16T18:07:03,2010-08-16T18:11:12,False,"['froadie', 'OscarRyz', 'user454322', 'duffymo', 'crusam', 'Michael Shopsin', 'Oleg Vaskevich', 'Bill S', 'Dr.jacky', 'Hardik Shah', 'Vineet Reynolds', 'Mori']"
Access restriction on class due to restriction on required library rt.jar?,839,15,674k,java eclipse wsdl stub wsdl2java ,True,2009-05-13T20:16:26,2010-02-01T04:09:13,False,"['sal', 'Nels Beckman', 'scommab', 'sanwanxian', 'Peter Lawrey', 'Dawngerpony', 'Mayur', 'Dorus', 'modulitos', 'usertest', 'Arun Chandrasekaran', 'Mr. Napik', 'Vijay Bhatt', 'Samitha Chathuranga', 'Soumyajit Swain', 'Abhishek Soni']"
How to tell Jackson to ignore a field during serialization if its value is null?,837,21,812k,java jackson ,True,2012-08-01T10:40:31,2012-08-01T14:57:34,False,"['ams', 'Programmer Bruce', 'davnicwil', 'WTK', 'ZiglioUK', 'Eren Yilmaz', 'Yury', 'alfthan', 'Neha Gangwar', 'Deva', 'Ilia Kurtov', 'acdcjunior', 'Bilal BBB', 'user3474985', 'prateek_cs_2012', 'Xelian', 'user12057507', 'Nguyen Minh Hien', 'Rishab Jula', 'mekdev', 'atom88', 'peterzinho16']"
